Landmark,X,Y
61,226,412
146,220,418
91,213,426
181,205,438
84,200,452
17,199,468
314,201,483
405,206,496
321,214,506
375,220,512
291,226,516
185,227,418
40,228,427
39,230,437
37,232,452
0,230,467
267,233,482
269,231,495
270,229,504
409,227,511
78,225,417
95,224,425
88,222,433
178,221,442
87,220,454
14,219,467
317,220,479
402,221,489
318,223,498
324,224,504
308,225,512
191,223,425
80,222,433
81,221,443
82,220,454
13,219,467
312,220,479
311,221,489
310,222,497
415,223,504
