Landmark,X,Y
61,434,476
146,437,473
91,440,469
181,442,462
84,443,454
17,441,444
314,437,436
405,432,430
321,427,428
375,423,427
291,420,427
185,426,476
40,418,473
39,408,468
37,398,459
0,396,449
267,393,440
269,399,431
270,406,427
409,413,426
78,432,473
95,433,468
88,432,464
178,431,459
87,430,453
14,428,446
317,426,440
402,424,436
318,423,434
324,422,432
308,420,431
191,427,469
80,422,466
81,417,461
82,413,455
13,411,449
312,410,442
311,411,438
310,414,435
415,417,433
