Landmark,X,Y
61,165,503
146,159,511
91,152,522
181,145,536
84,141,552
17,141,568
314,145,579
405,153,587
321,162,591
375,170,593
291,176,594
185,165,513
40,166,525
39,167,540
37,170,558
0,168,573
267,174,583
269,175,588
270,176,591
409,176,593
78,164,508
95,162,518
88,161,528
178,160,541
87,159,555
14,160,568
317,163,576
402,166,581
318,168,585
324,171,588
308,173,591
191,162,518
80,161,529
81,160,542
82,160,555
13,161,569
312,163,576
311,166,581
310,168,585
415,170,588
