Landmark,X,Y
61,178,471
146,173,473
91,167,476
181,159,482
84,153,489
17,150,499
314,153,511
405,159,522
321,167,532
375,175,537
291,181,540
185,181,469
40,183,469
39,186,471
37,187,477
0,185,487
267,188,498
269,187,513
270,186,524
409,185,534
78,178,475
95,176,478
88,174,481
178,172,484
87,170,489
14,169,496
317,170,505
402,172,515
318,175,524
324,177,530
308,180,535
191,178,478
80,176,480
81,174,483
82,173,488
13,172,494
312,173,503
311,175,513
310,177,522
415,179,529
