Landmark,X,Y
61,166,446
146,162,453
91,158,461
181,153,473
84,151,486
17,155,500
314,161,512
405,171,520
321,182,525
375,191,527
291,198,529
185,168,452
40,171,458
39,174,466
37,180,477
0,181,490
267,189,501
269,192,512
270,194,519
409,196,524
78,166,450
95,167,458
88,168,464
178,169,472
87,170,482
14,173,493
317,178,502
402,183,510
318,188,516
324,191,520
308,196,526
191,167,458
80,168,464
81,169,472
82,171,482
13,173,493
312,179,502
311,183,510
310,188,516
415,191,520
