Landmark,X,Y
61,429,500
146,434,497
91,440,493
181,448,485
84,452,476
17,452,466
314,448,458
405,440,451
321,431,447
375,424,445
291,419,444
185,424,498
40,419,494
39,413,488
37,406,479
0,407,470
267,403,462
269,406,453
270,410,448
409,414,445
78,429,497
95,428,492
88,428,488
178,428,483
87,428,476
14,428,469
317,425,463
402,423,458
318,421,454
324,420,451
308,420,447
191,428,492
80,426,487
81,425,482
82,424,476
13,424,469
312,422,462
311,421,457
310,420,453
415,420,450
