Landmark,X,Y
61,159,450
146,156,457
91,151,466
181,147,478
84,145,491
17,149,505
314,156,517
405,166,524
321,177,528
375,186,530
291,194,532
185,161,456
40,164,462
39,167,470
37,173,481
0,175,495
267,183,505
269,186,515
270,189,522
409,191,527
78,159,454
95,160,462
88,161,468
178,162,477
87,164,487
14,167,498
317,172,507
402,178,514
318,183,519
324,186,523
308,191,529
191,160,462
80,161,468
81,162,477
82,164,486
13,167,497
312,173,507
311,178,514
310,182,519
415,186,524
