Landmark,X,Y
61,161,461
146,156,468
91,150,477
181,143,489
84,139,502
17,140,517
314,145,529
405,154,538
321,165,543
375,174,547
291,181,550
185,161,468
40,161,477
39,162,487
37,165,500
0,165,515
267,171,526
269,174,535
270,176,541
409,178,546
78,160,466
95,159,474
88,158,481
178,157,491
87,156,502
14,157,514
317,161,524
402,166,531
318,170,537
324,174,541
308,178,547
191,159,474
80,158,481
81,157,491
82,157,502
13,158,514
312,161,524
311,166,531
310,170,537
415,173,542
