Landmark,X,Y
61,192,451
146,186,453
91,180,458
181,173,465
84,168,476
17,166,488
314,167,501
405,172,511
321,178,519
375,184,523
291,190,525
185,195,454
40,198,459
39,201,466
37,203,478
0,201,489
267,202,500
269,199,511
270,196,518
409,193,522
78,191,455
95,188,460
88,185,465
178,182,471
87,180,479
14,179,489
317,179,498
402,181,506
318,184,512
324,186,516
308,189,521
191,192,460
80,193,465
81,192,472
82,192,479
13,192,488
312,192,497
311,192,505
310,191,511
415,190,516
