Landmark,X,Y
61,180,491
146,173,497
91,165,505
181,156,516
84,150,530
17,148,544
314,150,556
405,156,565
321,164,571
375,171,574
291,177,577
185,179,499
40,177,510
39,176,523
37,176,539
0,173,552
267,176,563
269,176,569
270,176,573
409,177,575
78,178,495
95,175,504
88,172,512
178,169,523
87,167,535
14,165,547
317,167,555
402,169,561
318,171,566
324,173,570
308,175,574
191,175,504
80,172,513
81,170,524
82,167,536
13,166,548
312,167,556
311,169,562
310,170,567
415,172,570
