Landmark,X,Y
61,224,458
146,218,464
91,211,472
181,202,484
84,194,498
17,189,515
314,189,527
405,193,537
321,199,544
375,206,547
291,211,550
185,224,466
40,223,477
39,222,491
37,221,509
0,216,524
267,218,536
269,216,543
270,214,547
409,212,549
78,222,463
95,220,471
88,217,480
178,214,492
87,210,505
14,207,519
317,207,528
402,208,534
318,209,538
324,210,542
308,210,546
191,220,471
80,217,480
81,214,492
82,211,505
13,207,519
312,207,527
311,208,534
310,209,538
415,210,542
