Landmark,X,Y
61,179,483
146,171,487
91,160,493
181,149,503
84,140,517
17,136,532
314,138,549
405,145,562
321,155,572
375,163,578
291,169,583
185,177,490
40,175,499
39,172,509
37,170,523
0,164,537
267,167,552
269,167,564
270,168,572
409,169,577
78,176,488
95,172,495
88,168,502
178,164,511
87,159,522
14,156,535
317,157,547
402,160,557
318,162,565
324,165,571
308,167,578
191,171,496
80,168,503
81,164,512
82,160,523
13,157,535
312,158,547
311,160,557
310,162,565
415,164,571
