Landmark,X,Y
61,263,463
146,259,468
91,255,476
181,251,487
84,250,498
17,254,508
314,261,515
405,270,519
321,279,519
375,286,518
291,292,517
185,267,464
40,271,469
39,276,475
37,282,484
0,285,494
267,292,501
269,295,508
270,295,512
409,294,515
78,264,466
95,265,472
88,266,477
178,267,483
87,269,491
14,273,498
317,277,504
402,281,508
318,285,510
324,287,512
308,290,514
191,265,471
80,267,476
81,268,483
82,270,490
13,273,498
312,278,504
311,282,508
310,285,510
415,287,512
